ISO,WALS_ID,Name,Macroarea,Latitude,Longitude,Family,Subfamily,Genus,Country_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A,Status_X_L,Lenguaje de Señas,wiki_country,countryISO,Status,num_speakers,HDI,country_population,Country_coord
spl,slp,Selepet,Papunesia,-6.16666666667,147.166666667,Trans-New Guinea,,Finisterre-Huon,PG,2.0,,5.0,2.0,3.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,2.0,,,,2.0,,,,,,,,2.0,,,,,6.0,,,,2.0,,1.0,,1.0,2.0,,,,,2.0,,,,1.0,,,,,,,,,,2.0,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,2.0,,,,,,,,,,L,0,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
slr,slr,Salar,Eurasia,35.0,103.0,Altaic,,Turkic,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,L,0,People's Republic of China,CHN,6b Threatened,70000.0,0.752,"[1409517397.0, 1443497378.0]",Point(103.451944444 35.844722222)
xsl,slv,Slavey,North America,60.0,-120.0,Na-Dene,,Athapaskan,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Canada,CAN,7 Shifting,,0.926,37894799.0,Point(-109.0 56.0)
sly,sly,Selayar,Papunesia,-6.0,120.5,Austronesian,,South Sulawesi,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Indonesia,IDN,6a Vigorous,,0.694,270625568.0,Point(118.0 -2.0)
sif,sme,Seme,Africa,11.0,-4.91666666667,Niger-Congo,,Kru,BF,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,8.0,4.0,,,,,,,,,,4.0,,,,4.0,4.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,5.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,2.0,,1.0,,2.0,,,,L,0,Burkina Faso,BFA,6a Vigorous,,0.423,19193382.0,Point(-2.066667 12.266667)
sea,smj,Semai,Eurasia,4.33333333333,101.666666667,Austro-Asiatic,Mon-Khmer,Aslian,MY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Malaysia,MYS,3 Wider Communication,,0.802,31624264.0,Point(108.0 3.0)
sza,sml,Semelai,Eurasia,3.0,103.0,Austro-Asiatic,Mon-Khmer,Aslian,MY,6.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,,,1.0,,,2.0,2.0,3.0,3.0,,6.0,,,,1.0,,,,,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,1.0,,,3.0,1.0,,,,1.0,4.0,4.0,16.0,3.0,,,,,,,,,,,,,,,,,,5.0,,1.0,6.0,4.0,,7.0,8.0,1.0,5.0,1.0,1.0,4.0,,,,,2.0,4.0,5.0,2.0,,1.0,,,3.0,1.0,1.0,1.0,,,7.0,,,,4.0,,3.0,4.0,2.0,1.0,1.0,6.0,,4.0,,2.0,3.0,2.0,3.0,9.0,,,1.0,3.0,1.0,,,,,2.0,1.0,3.0,,,,2.0,4.0,2.0,2.0,,1.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,,,4.0,5.0,4.0,1.0,7.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,,,,,,6.0,1.0,,4.0,4.0,4.0,5.0,5.0,1.0,L,0,Malaysia,MYS,6b Threatened,,0.802,31624264.0,Point(108.0 3.0)
sii,smp,Shompen,Eurasia,7.0,93.75,,,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,3.0,,,,L,0,India,IND,6a Vigorous,,0.64,1326093247.0,Point(83.0 22.8)
uma,smt,Sahaptin (Umatilla),North America,45.6666666667,-118.5,Penutian,,Sahaptian,US,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,1.0,,,,,,,,,1.0,,2.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,United States of America,USA,8a Moribund,,0.92,331449281.0,Point(-98.5795 39.828175)
scl,sna,Shina,Eurasia,36.0,74.0,Indo-European,,Indic,PK,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,5.0,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,6.0,2.0,5.0,1.0,,1.0,,,,L,0,"['India', 'Pakistan']","['IND', 'PAK']",6a Vigorous,,"[0.64, 0.562]","[1326093247.0, 216565318.0]","['Point(83.0 22.8)', 'Point(71.0 30.0)']"
see,snc,Seneca,North America,42.5,-77.5,Iroquoian,,Northern Iroquoian,US,,,,,,,,,3.0,4.0,3.0,3.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,,1.0,2.0,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,5.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,2.0,3.0,2.0,2.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,4.0,1.0,4.0,,1.0,,,,,,,,,,4.0,5.0,1.0,1.0,7.0,,3.0,3.0,6.0,,,,,,1.0,,,,,,,,,,,,5.0,5.0,5.0,,,,L,0,United States of America,USA,8a Moribund,,0.92,331449281.0,Point(-98.5795 39.828175)
sef,snd,Senadi,Africa,9.5,-6.25,Niger-Congo,,Senufo,CI,,,,,,,,,,,,,1.0,5.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,L,0,Ivory Coast,CIV,5 Developing,,0.492,24294750.0,Point(-6.0 8.0)
snc,sng,Sinaugoro,Papunesia,-9.83333333333,147.833333333,Austronesian,Eastern Malayo-Polynesian,Oceanic,PG,,,,,,3.0,,,,,,,,,,,2.0,,,,1.0,,2.0,1.0,,2.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,8.0,,,,,,,,,,,,,,1.0,,,,,,,6.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,,2.0,1.0,,,,,,2.0,2.0,2.0,5.0,1.0,1.0,2.0,,,,L,0,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
sin,snh,Sinhala,Eurasia,7.0,80.5,Indo-European,,Indic,LK,,,,,,,,,,,,,,,,2.0,,,,,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,3.0,,,,,,,1.0,,,,,3.0,,,,2.0,,3.0,,1.0,,5.0,2.0,2.0,1.0,,6.0,,1.0,,,,,,2.0,,,,1.0,,,,,,2.0,1.0,,,4.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,3.0,2.0,1.0,,1.0,,,,,1.0,,,5.0,1.0,2.0,1.0,,,,L,0,Sri Lanka,LKA,1 National,16000000.0,0.77,21444000.0,Point(81.0 7.0)
xsu,snm,Sanuma,South America,4.5,-64.6666666667,Yanomam,,Yanomam,BR VR,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,8.0,5.0,1.0,,,2.0,3.0,3.0,3.0,,6.0,,1.0,2.0,1.0,2.0,,2.0,,,3.0,3.0,3.0,,,2.0,,,,,,,,1.0,2.0,1.0,1.0,,,1.0,,,,2.0,,,,4.0,1.0,4.0,8.0,4.0,,,,,,,,,,4.0,,,,4.0,4.0,8.0,1.0,,,,,,,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,2.0,1.0,,1.0,1.0,3.0,,,,7.0,,7.0,,,,5.0,,1.0,1.0,3.0,,,6.0,1.0,,,2.0,2.0,1.0,3.0,6.0,,,,2.0,,4.0,2.0,1.0,2.0,1.0,6.0,,8.0,,3.0,2.0,2.0,2.0,4.0,5.0,1.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,6.0,4.0,5.0,1.0,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,,1.0,7.0,,,4.0,4.0,,,2.0,6.0,2.0,2.0,1.0,5.0,2.0,4.0,4.0,3.0,L,0,"['Brazil', 'Venezuela']","['BRA', 'VEN']",5 Developing,,"[0.754, 0.761]","[210147125.0, 28515829.0]","['Point(-53.0 -14.0)', 'Point(-67.0 8.0)']"
snk,snn,Soninke,Africa,15.0,-10.5,Mande,,Western Mande,BF ML CI SN,,1.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,,1.0,4.0,4.0,6.0,2.0,,,,,,,,,,2.0,,,,4.0,1.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,1.0,,1.0,1.0,,,,2.0,,,,,,,,,,,,2.0,2.0,,,,2.0,,,,L,0,"['Mali', 'The Gambia', 'Guinea', 'Guinea-Bissau', 'Ivory Coast', 'Mauritania', 'Senegal']","['MLI', 'GMB', 'GIN', 'GNB', 'CIV', 'MRT', 'SEN']",5 Developing,1096795.0,"[0.427, 0.46, 0.459, 0.455, 0.492, 0.52, 0.505]","[18541980.0, 2100568.0, 12717176.0, 1861283.0, 24294750.0, 4420184.0, 15850567.0]","['Point(-4.0 17.0)', 'Point(-15.5 13.5)', 'Point(-11.0 10.0)', 'Point(-15.0 12.0)', 'Point(-6.0 8.0)', 'Point(-11.0 21.0)', 'Point(-14.283333 14.366667)']"
sme,sno,Saami (Northern),Eurasia,69.0,24.0,Uralic,Finno-Ugric,Saami,NO FI SE,,,,,,1.0,,,,,,,,,,,3.0,,,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,2.0,,,,,,,,,,,2.0,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,11.0,,,,,,7.0,4.0,,,,,,,,,,,,,,,2.0,8.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,2.0,6.0,,2.0,5.0,5.0,,,,,,,,,,1.0,,,6.0,,3.0,1.0,1.0,7.0,,,,2.0,,,,,,,,,1.0,,,,,2.0,,1.0,1.0,1.0,,2.0,1.0,3.0,,,,,,,2.0,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,3.0,,3.0,,,,L,0,"['Norway', 'Finland', 'Sweden']","['NOR', 'FIN', 'SWE']","['2 Provincial', '6b Threatened']","[25700.0, 1700.0, 4000.0, 20000.0]","[0.957, 0.883, 0.907]","[5391369.0, 5501043.0, 10379295.0]","['Point(11.0 65.0)', 'Point(27.0 65.0)', 'Point(15.0 61.0)']"
set,snt,Sentani,Papunesia,-2.58333333333,140.583333333,,,,ID,2.0,,5.0,2.0,2.0,,,2.0,,,,,,,,,1.0,2.0,1.0,,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,5.0,,,,4.0,4.0,2.0,11.0,,,,,,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,,1.0,2.0,3.0,1.0,1.0,1.0,9.0,,4.0,,,,3.0,,1.0,3.0,,,2.0,6.0,1.0,,,2.0,1.0,2.0,1.0,9.0,,,,1.0,,4.0,2.0,1.0,3.0,1.0,,,,,2.0,,,,,2.0,1.0,1.0,2.0,1.0,2.0,,3.0,,1.0,1.0,4.0,5.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,2.0,,2.0,,1.0,,2.0,,,3.0,L,0,Indonesia,IDN,5 Developing,,0.694,270625568.0,Point(118.0 -2.0)
teu,so,So,Africa,2.58333333333,34.75,Eastern Sudanic,,Kuliak,UG,2.0,2.0,2.0,5.0,1.0,1.0,,1.0,,,,,,,,,2.0,3.0,3.0,,1.0,4.0,,,,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,9.0,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,2.0,2.0,,6.0,,,,3.0,,,,1.0,2.0,7.0,,3.0,,2.0,,,,,4.0,,,,2.0,,,,,1.0,,1.0,1.0,4.0,,,3.0,,,,,,,,3.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,2.0,1.0,,4.0,4.0,4.0,,,,L,0,Uganda,UGA,8b Nearly Extinct,,0.516,42862958.0,Point(32.39 1.28)
sob,sob,Sobei,Papunesia,-1.91666666667,138.75,Austronesian,Eastern Malayo-Polynesian,Oceanic,ID,,2.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,2.0,2.0,,4.0,4.0,4.0,,,,L,0,Indonesia,IDN,7 Shifting,,0.694,270625568.0,Point(118.0 -2.0)
gru,sod,Soddo,Africa,8.5,38.5,Afro-Asiatic,,Semitic,ET,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,5.0,,,,4.0,4.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,4.0,1.0,1.0,,,,,,,,,,,,,,5.0,5.0,,1.0,,,3.0,L,0,Ethiopia,ETH,,,0.463,104957438.0,Point(40.0 9.0)
som,som,Somali,Africa,3.0,45.0,Afro-Asiatic,Cushitic,Lowland East Cushitic,SO,,4.0,,,,3.0,,,,,,,,,,,2.0,2.0,5.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,,,,2.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,1.0,,2.0,,,1.0,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,,,,,1.0,4.0,3.0,,,,,,,,,2.0,1.0,,,3.0,,,,2.0,6.0,,,3.0,4.0,,,2.0,,4.0,3.0,,,1.0,2.0,2.0,,3.0,2.0,2.0,9.0,2.0,4.0,,,,2.0,,,,3.0,,,,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,,,,2.0,2.0,2.0,3.0,,,,,1.0,,1.0,,1.0,1.0,,4.0,3.0,2.0,4.0,1.0,2.0,1.0,,1.0,,,,,1.0,4.0,2.0,1.0,5.0,2.0,2.0,,,3.0,L,0,"['Kenya', 'Ethiopia', 'Djibouti', 'Somalia', 'Somaliland']","['KEN', 'ETH', 'DJI', 'SOM']",1 National,25000000.0,"[0.548, 0.463, 0.476]","[48468138.0, 104957438.0, 956985.0, 11031386.0, 5780000.0]","['Point(38.0 0.1)', 'Point(40.0 9.0)', 'Point(42.433333 11.8)', 'Point(47.0 6.0)', 'Point(46.2 9.8)']"
sov,son,Sonsorol-Tobi,Papunesia,5.33333333333,132.25,Austronesian,Eastern Malayo-Polynesian,Oceanic,PW,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,11.0,,,,,,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,9.0,1.0,,,,,,,,,,,,,,,,,,,,9.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,3.0,2.0,1.0,,,,,,,,,2.0,1.0,2.0,1.0,4.0,,5.0,,,,L,0,Palau,PLW,6b Threatened,600.0,0.798,21729.0,Point(134.55 7.466667)
sqt,soq,Soqotri,Africa,12.5,54.0,Afro-Asiatic,,Semitic,YE,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,4.0,,,,,,,,,,,,,2.0,,,,,6.0,,,,,,,4.0,,,,,,,,,,,4.0,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,6.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,L,0,Yemen,YEM,8a Moribund,,0.452,28250420.0,Point(48.0 15.5)
srb,sor,Sora,Eurasia,20.0,84.3333333333,Austro-Asiatic,,Munda,IN,,,,,,,,,,,,,,,,2.0,1.0,,,,,,3.0,1.0,1.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,3.0,,,,2.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,3.0,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,L,0,India,IND,5 Developing,410000.0,0.64,1326093247.0,Point(83.0 22.8)
hsb,sou,Sorbian (Upper),Eurasia,51.8333333333,14.5,Indo-European,,Slavic,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,3.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Germany,DEU,4 Educational,13300.0,0.926,83149300.0,Point(10.0 51.0)
spa,spa,Spanish,Eurasia,40.0,-4.0,Indo-European,,Romance,ES,2.0,2.0,5.0,2.0,3.0,1.0,3.0,1.0,3.0,4.0,8.0,5.0,2.0,,3.0,4.0,2.0,1.0,7.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,2.0,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,1.0,3.0,7.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,5.0,4.0,1.0,2.0,3.0,,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,9.0,,7.0,1.0,,,4.0,2.0,1.0,1.0,1.0,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,6.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,3.0,L,0,"['Spain', 'United States of America', 'Uruguay', 'Mexico', 'Andorra', 'Cuba', 'Belize', 'Chile', 'Argentina', 'Peru', 'Venezuela', 'Paraguay', 'Ecuador', 'Colombia', 'Bolivia', 'Guatemala', 'Honduras', 'Dominican Republic', 'El Salvador', 'Costa Rica', 'Panama', 'Nicaragua', 'Equatorial Guinea', 'Gibraltar']","['ESP', 'USA', 'URY', 'MEX', 'AND', 'CUB', 'BLZ', 'CHL', 'ARG', 'PER', 'VEN', 'PRY', 'ECU', 'COL', 'BOL', 'GTM', 'HND', 'DOM', 'SLV', 'CRI', 'PAN', 'NIC', 'GNQ', 'GIB']",1 National,437000000.0,"[0.876, 0.92, 0.804, 0.756, 0.858, 0.769, 0.715, 0.832, 0.825, 0.75, 0.761, 0.702, 0.746, 0.747, 0.693, 0.627, 0.606, 0.736, 0.7, 0.794, 0.78, 0.631, 0.591]","[46733038.0, 331449281.0, 3456750.0, 124777324.0, 76177.0, 11484636.0, 374681.0, 18054726.0, 44938712.0, 29381884.0, 28515829.0, 6811297.0, 16624858.0, 49065615.0, 11051600.0, 17263239.0, 9265067.0, 10403761.0, 6420746.0, 4905769.0, 4098587.0, 6217581.0, 1267689.0, 33140.0]","['Point(-3.5 40.2)', 'Point(-98.5795 39.828175)', 'Point(-56.65 -32.733333333)', 'Point(-102.0 23.0)', 'Point(1.555277777 42.558333333)', 'Point(-79.5 22.0)', 'Point(-88.7 17.066666666)', 'Point(-71.0 -33.0)', 'Point(-64.0 -34.0)', 'Point(-76.0 -9.4)', 'Point(-67.0 8.0)', 'Point(-58.0 -23.5)', 'Point(-78.0 -1.0)', 'Point(-74.0 4.0)', 'Point(-64.991228611 -17.056869611)', 'Point(-90.25 15.5)', 'Point(-86.816667 14.633333)', 'Point(-70.2 18.8)', 'Point(-88.866111 13.668889)', 'Point(-84.0 10.0)', 'Point(-80.366667 8.616667)', 'Point(-85.0 13.0)', 'Point(10.0 1.5)', 'Point(-5.345361111 36.13775)']"
